u_strength,true,est,bias,abs_bias,rel_bias,se,bias_in_se,note
0.0,0.22286529319902365,0.22200526948999305,-0.0008600237090305995,0.0008600237090305995,-0.0038589396163294896,0.022122847000629813,0.03887491103681708,
0.2,0.2209382048980525,0.27248823872938466,0.051550033831332165,0.051550033831332165,0.23332331253039235,0.02172367101275371,2.37298906805704,
0.4,0.21910402239104224,0.31967553808601007,0.10057151569496783,0.10057151569496783,0.45901263973819023,0.021326597249701828,4.715778823852171,
0.6,0.21741140366449116,0.35930164959881244,0.14189024593432129,0.14189024593432129,0.6526347907365799,0.020862685529045383,6.801149628449285,
0.8,0.21589187160262768,0.3912134810354153,0.17532160943278763,0.17532160943278763,0.8120806407917293,0.02035948383077576,8.611299328117953,
1.0,0.21455851741793658,0.4174803750143176,0.20292185759638104,0.20292185759638104,0.945764633529376,0.0198411146588421,10.227341612884127,
1.2,0.21340881264764192,0.4394133341708942,0.22600452152325226,0.22600452152325226,1.0590215029985994,0.019368894428275434,11.668426525848705,
